Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Priscilla,2023,Sofia Coppola,"['Cailee Spaeny', 'Jacob Elordi', 'Ari Cohen', 'Dagmara Domińczyk', 'Tim Post', 'Lynne Griffin', 'Dan Beirne', 'Rodrigo Fernandez-Stoll', 'Dan Abramovici', 'Matthew Shaw', 'Tim Dowler-Coltman', 'R Austin Ball', 'Olivia Barrett', 'Stephanie Moore', 'Luke Humphrey', 'Deanna Jarvis', 'Jorja Cadence', 'Josette Halpert', 'Evan Annisette', 'Stephanie Moran', 'Daniel Lipka', 'Raine Monroe Boland', 'Emily Mitchell', 'Kamilla Kowal', 'Gwynne Phillips', 'Conni Miu', 'Megan Dallan', 'Tonia Venneri', 'Erin Mackinnon', 'Mary Kelly', 'Paige LeBlanc', 'Anna Mirodin', 'Sarah Dodd', 'Alanis Peart', 'Kelaiah Guiel', 'Andrew Mackay', 'Kelly Irene Whyte', 'Shawn Gordon Fraser', 'Kassandra C.A. Gray', 'E. Fegan DeCordova', 'Kelly Penner']",3.63,nan,"['Romance', 'Drama']",110,"['Italy', 'USA']",English,['English'],"['American Zoetrope', 'The Apartment Pictures', 'Fremantle']",461646,109007,157896,5700,737,2129,2356,12378,18921,64476,83932,125814,40351,50140,401234,https://letterboxd.com/film/priscilla/
The Boy and the Heron,2023,Hayao Miyazaki,"['Soma Santoki', 'Masaki Suda', 'Ko Shibasaki', 'Aimyon', 'Yoshino Kimura', 'Takuya Kimura', 'Keiko Takeshita', 'Jun Fubuki', 'Sawako Agawa', 'Karen Takizawa', 'Shinobu Otake', 'Jun Kunimura', 'Kaoru Kobayashi']",3.97,nan,"['Animation', 'Adventure', 'Fantasy']",124,['Japan'],Japanese,['Japanese'],['Studio Ghibli'],533929,137728,203844,2600,441,1236,1323,7630,12284,48830,73648,150071,78391,74525,448379,https://letterboxd.com/film/the-boy-and-the-heron/
Barbie,2023,Greta Gerwig,"['Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Kate McKinnon', 'Ariana Greenblatt', 'Simu Liu', 'Will Ferrell', 'Michael Cera', 'Helen Mirren', 'Issa Rae', 'Alexandra Shipp', 'Emma Mackey', 'Emerald Fennell', 'Rhea Perlman', 'Hari Nef', 'Kingsley Ben-Adir', 'Ncuti Gatwa', 'Connor Swindells', 'Sharon Rooney', 'Ritu Arya', 'Ana Cruz Kayne', 'Nicola Coughlan', 'Dua Lipa', 'John Cena', 'Scott Evans', 'Jamie Demetriou', 'Andrew Leung', 'Will Merrick', 'Zheng Xi Yong', 'Asim Chaudhry', 'Ray Fearon', 'Erica Ford', 'Hannah Khalique-Brown', 'Mette Towley', 'Marisa Abela', 'Lucy Boynton', 'Rob Brydon', 'Tom Stourton', 'Chris Taylor', 'David Mumeni', 'Olivia Brody', 'Isla Ashworth', 'Eire Farrell', 'Daisy Duczmal', 'Isabella Nightingale Mercado', 'Genvieve Toussaint', 'Manuela Mora', 'Aida Sexton', 'Ann Roth', 'Millie-Rose Crossley', 'Anvita Nehru', 'Kayla-Mai Alvares', 'Luke Mullen', 'Patrick Luwis', 'Mac Brandt', 'Paul Jurewicz', 'Oraldo Austin', 'Benjamin Arthur', 'Carlos Jacott', 'Adam Ray', 'George Basil', 'Ptolemy Slocum', 'Deb Hiett', 'James Leon', 'Oliver Vaquer', 'Tony Noto', 'Christopher T. Wood', 'Annie Mumolo', 'Elise Gallup', 'McKenna Roberts', 'Brylee Hsu', 'Sasha Milstein', 'Lauren Holt', 'Sterling Jones', 'Ryan Piers Williams', 'Jamaal Lewis', 'Kathryn Akin', 'Grace Jabbari', 'Ira Mandela Siobhan', 'Lisa Spencer', 'Naomi Weijand', 'Tom Clark', 'Ireanne Abenoja', 'Davide Albonetti', 'Charlotte Anderson', 'Michael Anderson', 'Rico Bakker', 'James Bamford', 'William John Banks', 'Callum Bell', 'Adam Blaug', 'Mason Boyce', 'Taylor Bradshaw', 'Alex Brown', 'Miekaile Browne', 'Lewis Calcutt', 'Nikkita Chadha', 'Oliver Chapman', 'Megan Charles', 'Callum Clack', 'Danny Coburn', 'Kat Collings', 'Adam Crossley', 'Sia Dauda', 'Gustave Die', 'Grace Durkin', 'Joelle Dyson', 'Lewis Easter', 'Onyemachi Ejimofor', 'Cameron Everitt', 'Luke Field-Wright', 'Sasha Flesch', 'Adam Fogarty', 'Mikey French', 'Anna-Kay Gayle', 'Charlie Goddard', 'Marlie Goddard', 'Ellis Harman', 'Yasmin Harrison', 'Josh Hawkins', 'James Healy', 'Tim Hodges', 'Mira Jebari', 'Beccy Jones', 'Thomas Kalek', 'Lily Laight', 'Maiya Leeke', 'Cristian Liberti', 'Prodromos Marneros', 'Nahum McLean', 'Jordan Melchor', 'Ramzan Miah', 'Andy Monaghan', 'Florivaldo Mossi', 'Hannah Nazareth', 'Grant Neal', 'Freja Nicole', 'Shaun Niles', 'Ella Nonini', 'Jack William Parry', 'Josie Pocock', 'Barnaby Quarendon', 'Redmand Rance', 'Zara Richards', 'Liam Riddick', 'Alana Rixon', 'Adam Paul Robertson', 'Kingdom Sibanda', 'Sebastian Skov', 'Aaron J. Smith', 'Joshua Smith', 'Lucia-Rose Sokolowski', 'Janine Somcio', 'Callum Sterling', 'Todd Talbot', 'Charles Tatman', 'Grant Thresh', 'Connor Tidman', 'Wahchi Vong', 'Jerry Wan', 'Sasha Wareham', 'Stan West', 'Oliver Wheeler', 'Josh Wild', 'Joe Wolstenholme', 'Richard Womersley', 'Ashley Young', 'Alex Sturman']",3.91,nan,"['Comedy', 'Fantasy', 'Adventure']",114,"['UK', 'USA']",English,['English'],"['LuckyChap Entertainment', 'Heyday Films', 'NB/GG Pictures', 'Mattel', 'Warner Bros. Pictures']",2973939,387872,1287493,26000,9720,19719,13745,64550,73795,286121,323458,678516,315160,688143,2472927,https://letterboxd.com/film/barbie/
The Zone of Interest,2023,Jonathan Glazer,"['Christian Friedel', 'Sandra Hüller', 'Medusa Knopf', 'Daniel Holzberg', 'Ralph Herforth', 'Maximilian Beck', 'Sascha Maaz', 'Wolfgang Lampl', 'Johann Karthaus', 'Freya Kreutzkam', 'Lilli Falk', 'Nele Ahrensmeier', 'Stephanie Petrowitz', 'Marie Rosa Tietjen', 'Ralf Zillmann', 'Imogen Kogge', 'Zuzanna Kobiela', 'Julia Polaczek', 'Luis Noah Witte', 'Christopher Manavi', 'Kalman Wilson', 'Martyna Poznanski', 'Anastazja Drobniak', 'Cecylia Pekala', 'Andrey Isaev']",4.08,nan,"['Drama', 'War', 'History']",105,"['Poland', 'UK', 'USA']",Yiddish,"['Yiddish', 'Polish', 'German']","['A24', 'Film4 Productions', 'Access Entertainment', 'PISF', 'JW Films', 'Extreme Emotions']",134189,75793,38010,935,336,772,720,2575,3189,8951,12801,32654,25318,20160,107476,https://letterboxd.com/film/the-zone-of-interest/
Killers of the Flower Moon,2023,Martin Scorsese,"['Leonardo DiCaprio', 'Lily Gladstone', 'Robert De Niro', 'Jesse Plemons', 'Tantoo Cardinal', 'John Lithgow', 'Brendan Fraser', 'Cara Jade Myers', 'JaNae Collins', 'Jillian Dion', 'Jason Isbell', 'William Belleau', 'Louis Cancelmi', 'Scott Shepherd', 'Everett Waller', 'Tahlee Redcorn', 'Yancey Red Corn', 'Tatanka Means', 'Tommy Schultz', 'Sturgill Simpson', 'Ty Mitchell', 'Gary Basaraba', 'Charlie Musselwhite', 'Pat Healy', 'Steve Witting', 'Steve Routman', 'Gene Jones', 'Michael Abbott Jr.', 'J.C. MacKenzie', 'Jack White', 'Larry Sellers', 'Barry Corbin', 'Gabriel Casdorph', 'Samuel French', 'Wally Welch', 'James Roman Dailey Jr.', 'Christopher Cote', 'Randy Houser', 'Moe Headrick', 'Pete Yorn', 'Margaret Shannon-Sisk', 'Moira Redcorn', 'Eric Parkinson', 'Chase Parker', 'Jarad Looper', 'John Gibbs', 'Jerry Logsdon', 'Jacob Lux', 'Xavier Toehay', 'Mike Cook', 'Katherine Willis', 'Delani Chambers', 'Zachary Hokeah', 'Talon Satepauhoodle', 'Jennifer Rader', 'Chance Rush', 'Dana Daylight', 'Mahada Sanders', 'Ben Hall', 'John Q. Wilson', 'Beau Smith', 'Victor McCay', 'Nathalie Standingcloud', 'Jay Paulson', 'Marvin E. Stepson Jr.', 'Tracey Ann Moore', 'Easton Wade Yellowfish', 'Reignen Yellowfish', 'Candice Costello', 'Father Chris Daigle', 'Justin France', 'Jerry Wolf', 'Addie Roanhorse', 'Erica Pretty Eagle Moore', 'Mason Cunningham', 'Norma Jean', 'Elisha Pratt', 'Desireee Storm Brave', 'Margaret Gray', 'Christopher Hill', 'Dolan Wilson', 'Jackie Wyatt', 'Rayna Gellert', 'Nokosee Fields', 'Kieran Kane', 'Lucas Ross', 'Elijah Cemp Ragsdale', 'Vanessa Rose Pham', 'Terry Allen', 'Jo Harvey Allen', 'Sarah Spurger', 'Joshua Close', 'Elden Henson', 'Kinsleigh McNac', 'Roanin Davis', 'David Fields', 'Anthony J. Harvey', 'Stephen Berkman', 'William Alyn Hill', 'Joseph Spinelli', 'Blaine Hall', 'Brent Langdon', 'Leland Prater', 'DJ Whited', 'Elizabeth Waller', 'Jessica Harjo', 'Joey Oglesby', 'Alexis Ann', 'Lee Eddy', 'Gary S. Pratt', 'Nathaniel Arcand', 'Kristin Keith', 'Bravery Nowlin', 'Edward Gray Sr.', 'Angela Pratt', 'Henry Amos Gray', 'Samuel Gray', 'Edward Gray Jr.', 'Mamie Cozad', 'Shonagh Smith', 'Joel Tallchief Lemon', 'Richard Lookout RulingHisSun', 'Brett Bower', 'Garrison Panzer', 'River Rhoades', 'Zack T. Morris', 'Harrison Shackelford', 'Alexis Waller', 'Mark Landon Smith', 'Tom Ashmore', 'Myron F. Red Eagle', 'Dolores Marie Goodeagle', 'Matt Tolentino', 'Johnny Baier', 'Gregory Fallis', 'Patrick Bubert', 'TJ Muller', 'Will Reardon-Anderson', 'Peter Reardon-Anderson', 'Kyle Dillingham', 'Jacob Johnson', 'Jeffrey Stevenson', 'Clint Rohr', 'D. Reride Smith', 'James Healy Jr.', 'Jeremy Goodvoice', 'Ron McMahan', 'Seth Buckminster', 'Penny Potts', 'Melissa Tiger', 'Karen Garlitz', 'Bronson Redeagle', 'Jenny Paige Lynn', 'David Born', 'Mary Buss', 'Ted Welch', 'Carl Palmer', 'Tanner Brantley', 'Jezy Gray', 'Steve Eastin', 'Joe Chrest', 'Brian Shoop', 'James Carroll', 'Lux Britni Malaske', 'Adam Washington', 'Larry Jack Dotson', 'Larry Fessenden', 'Welker White', 'Martin Scorsese', 'Marko Costanzo', 'Nicholas White', 'Rob Fisher', 'Vince Giordano', 'Paul Woodiel', 'Andy Stein', 'Sam Bardfeld', 'Joe Boga', 'Jon-Erik Kellso', 'Jim Fryer', 'Marc Phaneuf', 'Mark Lopeman', 'Chris Byars', 'Vinny Raniolo', 'Paul Wells', 'Peter Yarin', 'Scott George', 'Kenneth Bighorse Jr.', 'Vann Bighorse', 'Anna L. Bighorse', 'Mason Bighorse', 'Norris Bighorse', 'Scott Bighorse', 'Paul Bighorse', 'Taveah Ann George', 'Wahwastoas J. Jones', 'Dobbin Monoessy Knifechief', 'Julia Lookout', 'Jennifer Moses', 'Francis Pipestem Jr.', 'Michael Paul Pahsetopah', 'Silas Satepauhoodle', 'Cherylyn Oberly Satepauhoodle', 'Charisse Satepauhoodle', 'Lynette Satepauhoodle', 'John Shaw', 'Angela Toineeta Satepauhoodle', 'Alexandria Toineeta', 'Ed Yellowfish', 'Nick W. Nicholson', 'Danny Frost']",4.14,nan,"['History', 'Crime', 'Drama']",206,['USA'],English,"['English', 'French', 'Latin']","['Apple Studios', 'Imperative Entertainment', 'Sikelia Productions', 'Appian Way']",764616,225675,266044,2600,967,2264,1881,9238,12224,47706,79620,209335,158859,129006,651100,https://letterboxd.com/film/killers-of-the-flower-moon/
Bottoms,2023,Emma Seligman,"['Rachel Sennott', 'Ayo Edebiri', 'Ruby Cruz', 'Havana Rose Liu', 'Kaia Gerber', 'Nicholas Galitzine', 'Miles Fowler', 'Marshawn Lynch', 'Dagmara Domińczyk', 'Punkie Johnson', 'Zamani Wilder', 'Summer Joy Campbell', 'Virginia Tucker', 'Wayne Pére', 'Toby Nichols', 'Cameron Stout', 'Ted Ferguson', 'Bruno Rose', 'Zach Primo', 'Liz Elkins Newcomer', 'Krystal Alayne Chambers', 'Alyssa Matthews']",3.87,nan,['Comedy'],91,['USA'],English,['English'],"['Brownstone Productions', 'Orion Pictures']",765410,155955,323612,16000,2603,5309,4552,17348,22010,72993,98106,182637,81912,173632,661102,https://letterboxd.com/film/bottoms/
Oppenheimer,2023,Christopher Nolan,"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie', 'Jason Clarke', 'Dylan Arnold', 'Tom Conti', ""James D'Arcy"", 'David Dastmalchian', 'Dane DeHaan', 'Alden Ehrenreich', 'Tony Goldwyn', 'Jefferson Hall', 'David Krumholtz', 'Matthew Modine', 'Scott Grimes', 'Kurt Koehler', 'John Gowans', 'Macon Blair', 'Harry Groener', 'Gregory Jbara', 'Ted King', 'Tim DeKay', 'Steven Houska', 'Petrie Willink', 'Matthias Schweighöfer', 'Alex Wolff', 'Josh Zuckerman', 'Rory Keane', 'Michael Angarano', 'Emma Dumont', 'Sadie Stratton', 'Britt Kyle', 'Guy Burnet', 'Tom Jenkins', 'Louise Lombard', 'Michael Andrew Baker', 'Jeff Hephner', 'Olli Haaskivi', 'David Rysdahl', 'Josh Peck', 'Jack Quaid', 'Brett DelBuono', 'Gustaf Skarsgård', 'James Urbaniak', 'Trond Fausa Aurvåg', 'Devon Bostick', 'Danny Deferrari', 'Christopher Denham', 'Jessica Erin Martin', 'Ronald Auguste', 'Máté Haumann', 'Olivia Thirlby', 'Jack Cutmore-Scott', 'Harrison Gilbertson', 'James Remar', 'Will Roberts', 'Pat Skipper', 'Steve Coulter', 'Jeremy John Wells', 'Sean Avery', 'Adam Kroeger', 'Drew Kenney', 'Bryce Johnson', 'Flora Nolan', 'Kerry Westcott', 'Christina Hogue', 'Clay Bunker', 'Tyler Beardsley', 'Maria Teresa Zuppetta', 'Kate French', 'Gary Oldman', 'Hap Lawrence', 'Meg Schimelpfenig', 'Matt Snead', 'Troy Bronson', 'Andrew Bursiaga']",4.26,nan,"['Drama', 'History']",181,"['UK', 'USA']",English,"['English', 'Dutch']","['Syncopy', 'Universal Pictures', 'Atlas Entertainment']",2035923,386066,818228,26000,3362,6539,4182,23333,25989,111989,148337,437675,385145,561975,1708526,https://letterboxd.com/film/oppenheimer-2023/
May December,2023,Todd Haynes,"['Natalie Portman', 'Julianne Moore', 'Chris Tenzis', 'Charles Melton', 'Andrea Frankle', 'Gabriel Chung', 'Mikenzie Taylor', 'Elizabeth Yu', 'Piper Curda', 'Cory Michael Smith', 'D.W. Moffett', 'Kelvin Han Yee', 'Joan Reilly', 'Mike Lopez', 'Jocelyn Shelfo', 'Charles Green', 'Christopher Nguyen', 'Lawrence Arancio', 'Julie Ivey', 'Drew Scheid', 'Fatou Jackson', 'Hans Obma', 'Allie McCulloch', 'Evan Zhu', 'Hailey Wist', 'James R Williams', 'Hope Regina McElveen', 'Derrick Butler', 'Rocky Davis', 'Adam Woods', 'Zachary Branch']",3.77,nan,"['Drama', 'Comedy']",117,['USA'],English,"['English', 'Italian']","['Gloria Sanchez Productions', 'Killer Films', 'MountainA', 'Taylor & Dodge', 'Project Infinity']",436312,113060,114986,926,899,2470,2110,11085,13709,49971,67549,131670,57374,29386,366223,https://letterboxd.com/film/may-december/
The Iron Claw,2023,Sean Durkin,"['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson', 'Holt McCallany', 'Maura Tierney', 'Stanley Simons', 'Lily James', 'Michael Harney', 'Aaron Dean Eisenberg', 'Scott Innes', 'Kevin Anton', 'Cazzey Louis Cereghino', 'Maxwell Friedman', 'Brady Pierce', 'Ryan Nemeth', 'Chad Governale', 'Jim Gleason', 'Chavo Guerrero Jr.', 'Leo Franich', 'Sam Franich', 'Grady Wilson', 'Valentine Newcomer', 'Garrett Hammond', 'Jullian Dulce Vida', 'Michael Papajohn', 'Silas Mason', 'Devin Imbraguglio', 'James Beard', 'Kristina Kingston', 'Brian Hite', 'Chelsea Edmundson', 'Romeo Newcomer', 'Terry J. Nelson', ""Cassidy O'Reilly"", 'Brett Beoubay', 'Mike Dell', 'Timothy Hinrichs', 'Ernest Marsh', 'Dane Alexander Peplinski', 'Christina Michelle Williams', 'Ronnie Yelverton']",4.13,nan,['Drama'],133,"['UK', 'USA']",English,['English'],"['A24', 'BBC Film', 'Access Entertainment', 'House Productions']",248395,78843,106414,3100,90,221,244,1346,2303,10675,23962,76458,55796,51204,222299,https://letterboxd.com/film/the-iron-claw-2023/
No Hard Feelings,2023,Gene Stupnitsky,"['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti', 'Matthew Broderick', 'Natalie Morales', 'Scott MacArthur', 'Ebon Moss-Bachrach', 'Kyle Mooney', 'Hasan Minhaj', 'Jordan Mendoza', 'Amalia Yoo', 'Alysia Joy Powell', 'Quincy Dunn-Baker', 'Matthew Noszka', 'Zahn McClarnon', 'Madison Odenborg', 'Christian Galvis', 'Matt Walton', 'Christina Catechis', 'Christopher Bailey', 'Eason Rytter', 'Abigail Hupp', 'Achi Miller', 'Jacob Augustin', 'Brendan Kispert', 'Ethan Metz', 'Alaina Surgener', 'Sejal Joshi', 'Victor Verhaeghe', ""Kelley Rae O'Donnell"", 'Katie Johantgen', 'Ari Frenkel', 'Luca Padovan', 'John DeMari', 'Grant Harrison Mateo', 'Madison McBride', 'Ben Heideman', 'Julia DeMoura Braine', 'Sophie Tananbaum', 'Melissa Lehman', 'Isabelle Fisher', 'Roman Caposino', 'Brian Calì', 'Leo Easton Kelly', 'Darren Valinotti', 'Alex Tomais', 'Earl Rose']",3.08,nan,"['Comedy', 'Romance']",104,['USA'],English,"['English', 'Portuguese', 'Spanish']","['Excellent Cadaver', 'Odenkirk Provissiero Entertainment', 'Columbia Pictures', 'Saks Picture Company']",770090,102746,175377,536,4294,10557,11135,44415,65679,188953,147659,113984,19105,31012,636793,https://letterboxd.com/film/no-hard-feelings-2023/
American Fiction,2023,Cord Jefferson,"['Jeffrey Wright', 'Leslie Uggams', 'Erika Alexander', 'John Ortiz', 'Sterling K. Brown', 'Tracee Ellis Ross', 'Issa Rae', 'Myra Lucretia Taylor', 'Raymond Anthony Thomas', 'Adam Brody', 'Skyler Wright', 'John Ales', 'Patrick Fischler', 'Carmen Cusack', 'Okieriete Onaodowan', 'Keith David', 'Joseph Marrella', 'Stephen Burrell', 'Nicole Kempskie', 'Ryan Richard Doyle', 'Kate Avallone', 'Dustin Tucker', 'Michael Jibrin', 'David De Beck', 'Michele Proude', 'Miriam Shor', 'Greta Quispe', 'J.C. MacKenzie', 'Elle Sciore', 'Justin Andrew Phillips', 'Neal Lerner', 'Jenn Harris', 'Bates Wilder', 'Jason Armani Martinez', 'Michael Cyril Creighton', 'Celeste Oliva', 'Megan Robinson', 'Christopher Barrow', 'Alexander Pobutsky', 'Tokunbo Joshua Olumide', 'Chhoyang Cheshatsang', 'Michael Malvesti', 'Samantha Gordon']",3.79,nan,"['Comedy', 'Drama']",117,['USA'],English,['English'],"['MRC', 'T-Street', '3 Arts Entertainment', 'Orion Pictures']",102902,53897,35635,219,74,145,241,1153,2171,9346,20530,34080,12276,7837,87853,https://letterboxd.com/film/american-fiction/
The Beekeeper,2024,David Ayer,"['Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi', 'Josh Hutcherson', 'Jeremy Irons', 'Taylor James', 'Phylicia Rashād', 'Jemma Redgrave', 'Minnie Driver', 'Sophia Feliciano', 'Enzo Cilenti', 'Dan Li', 'Reza Diako', 'Adam Basil', 'David Witts', 'Michael Epp', 'Don Gilet', 'Megan Le', 'Georgia Goodman', 'Derek Siow', 'Jay Rincon', 'Kojo Attah', 'Joe Urquhart', 'Peter Brooke', 'Martin Gordon', 'Rebecca Hazlewood', 'Arian Nik', 'Millen Brown', 'Jonathan Cohen', 'Harry Fitzgerald', 'Pedro Minas', 'Sunny Dhillon', 'Rocci Williams', 'Kevin Golding', 'Víctor Pérez', 'Baba Oyejide', 'Bharat Mistri', 'Olivia Mardon', 'Valentina Novakovic', 'Kojo Quainoo', 'Jessica Maria Gilhooley', 'Phil Hodges', ""God's Grace Video Library""]",2.79,nan,"['Action', 'Drama', 'Thriller']",105,"['UK', 'USA']",English,['English'],"['Miramax', 'Cedar Park Entertainment', 'Punch Palace Productions']",72214,18737,17401,100,982,2231,2752,7449,9702,17418,10869,7361,1446,2677,62887,https://letterboxd.com/film/the-beekeeper-2024/
La La Land,2016,Damien Chazelle,"['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiée Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle', 'Marius de Vries', 'Finn Wittrock', 'Josh Pence', 'Nicole Coulon', 'Damon Gupton', 'Christopher Michael Stevens', 'Keith Harris', 'Kaveh Rastegar', 'David Douglas', 'Miles Anderson', 'Bobo Chang', 'Meagen Fay', 'John Hindman', 'Valarie Rae Miller', 'Nicole Wolf', 'Corrin Evans', 'Kiff VandenHeuvel', 'Tom Everett Scott', 'Hemky Madera', 'Zoë Hall', 'Dempsey Pappion', ""Clifton 'Fou Fou' Eddie"", 'Cal Bennett', 'Nedra Wheeler', 'Javier Gonzalez', 'Khirye Tyler', 'Briana Lee', 'Shaylah J. Stevens', 'Natalie Imani', 'Camryn Ray Cavaliero', 'Sandra Rosko', 'Arthur Horowitz', 'Reshma Gajjar', 'Candice Coke', 'Hunter Hamilton', 'Damian Gomez', 'Amanda Balen', 'Lou Becker', 'Dominic Chaiduang', 'Cindera Che', 'Chris Moss', 'Marissa Labog', 'Tiffany Daniels', 'Melinda Sullivan', 'Stephanie Landwehr', 'Britt Stewart', 'Clarice Ordaz', 'Nathan Prevost', 'Mecca Vazie Andrews', 'Scott Hislop', 'Kc Monnie', 'Krystal Ellsworth', 'Sarah Mitchell', 'Khasan Brailsford', 'Morgan Larson', 'Becca Sweitzer', 'Gakenia Muigai', 'Michael Stein', 'Mario Diaz', 'Julie Schmid', 'Samantha Abrantes', 'Lexie Contursi', 'Eartha Robinson', 'Sybil Azur', 'Tara Nicole Hughes', 'Kayla Kalbfleisch', 'Martha Nichols', 'Anthony Marciona', 'Bill Prudich', 'Robert Roldan', 'Ryan Novak', 'Demian Boergadine', 'Gustavo Vargas', 'Robert Haynes', 'Jesse Houk', 'Ana Flavia Gavlak', 'Kristin Slaysman', 'Cameron Brinkman', 'Jordan Ray Fox', 'C.J. Stussi', 'Margaret Newborn', 'Nadia Tumanova', 'Crystal Nichol', 'Kristin Elliott', 'Andrea Lareo', 'Christopher Aber', 'Anna Lunberry', 'Shannon Leann', 'Jenna Curtis', 'Noah James', 'Tommy Cooley', 'Morgan Cohen', 'Jeremy Nathan Tisser', 'Patty Tobin', 'Heather Turman', 'Ottavio Taddei', 'April Martucci', 'Trent Kerpsack', 'Kaye L. Morris', 'Vince Donvito', 'Steffen Dziczek', 'Melvin LaThomas Brimm', 'Kelly Kennedy', 'Destinee Handly', 'Tommy Otis', 'Doran Butler', 'Matt Cady', 'Carol Connors', 'Patrick Cook', ""Aaron 'Deuce' Cooke"", 'Bubba Dean Rambo', 'Nick Drago', 'Shaun Evaristo', 'Dana Fukagawa', 'Daniel Gaymon', 'Liz Imperio', 'Casey Johansen', 'Cris Judd', 'Yoori Kim', 'Bradley M. Rapier', 'Dana Wilson', 'Terrance Yates', 'Tracy Shibata', 'Dominique Domingo', 'Asiel Hardison', 'Corey Anderson', 'Nick Baga', 'Leah Adler', 'Noel Bajandas', 'Denzel Chisolm', 'Montana Efaw', 'Natalie Gilmore', 'Shannon Holtzapffel', 'Galen Hooks', 'Jeremy Hudson', 'George Lawrence Jr.', 'Scott Myrick', 'Cassidy Noblett', 'Brittany Parks', 'Víctor Rojas', 'Tony Bellissimo', 'Ryan Ramirez', 'Catalina Cat Rendic', 'Bryan Tanaka', 'Ava Bernstine', 'Quinn Lipton', 'Monie Adamson', 'Matthew Aylward', 'McKenzie Anderson', 'Pamela Chu', 'Mallauri Esquibel', 'Michael Higgins', 'Chris Jarosz', 'Matthew Kazmierczak', 'Paul Kirkland', 'Megan Lawson', 'Michael Munday', ""Brandon O'Neal"", 'Chelsea Thedinga', 'Danny Valle', 'Emily Williams', 'Deniz Altunay', 'Holly Houk', 'Clarence Robinson', 'Dapo Torimiro', 'Sasha Fine', 'Eren Kayakıran', 'Ali Arda Özdeniz', 'Phillip E. Walker', 'Susie Ganiere', 'Lynn Moore', 'Nilla Elizabeth Watkins', 'Andres Perez-Molina', 'Milica Govich', 'Frederick Keeve', 'Amanda Fields']",4.05,nan,"['Drama', 'Comedy', 'Music', 'Romance']",129,"['Hong Kong', 'USA']",English,['English'],"['Summit Entertainment', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions', 'TIK Films']",2746768,395567,1171600,153000,9833,30176,10195,71777,41160,207079,156189,456709,238479,666102,1887699,https://letterboxd.com/film/la-la-land/
Maestro,2023,Bradley Cooper,"['Carey Mulligan', 'Bradley Cooper', 'Matt Bomer', 'Maya Hawke', 'Sarah Silverman', 'Josh Hamilton', 'Scott Ellis', 'Gideon Glick', 'Sam Nivola', 'Alexa Swinton', 'Miriam Shor', 'Vincenzo Amato', 'Greg Hildreth', 'Michael Urie', 'Brian Klugman', 'Nick Blaemire', 'Mallory Portnoy', 'Alexandra Santini', 'Jarrod LaBine', 'Kate Eastman', 'William Hill', 'Valéry Lessard', 'Renée Stork', 'Tim Rogan', 'Sara Sanderson', 'Yasen Peyankov', 'Julia Aku', 'Benjamin Freemantle', 'Harrison Coll', 'Sebastian Villarini-Velez', 'Dario Natarelli', 'Ryan Steele', 'Ricky Ubeda', 'Carlos Sánchez Falú', 'Jeanette Delgado', 'Sara Esty', 'Ahmad Simmons', 'Kyle Coffman', 'Byron Tittle', 'Yesenia Ayala', 'Skye Mattox', 'Halli Toland', 'Leigh-Ann Esty', 'Gaby Diaz', 'Tanairi Sade Vazquez', 'Lea Cooper', 'Soledad Campos', 'Zachary Booth', 'James Cusati-Moyer', 'John Kroft', 'Scott Drummond', 'June Gable', 'Mike Mitarotondo', 'Colin Anderson', 'Kevin Thompson', 'Rosa Feola', 'Isabel Leonard', 'Miller Bugliari', 'Atika Greene', 'Gabe Fazio', 'Jordan Dobson', 'Oscar Pavlo', 'Eric Patrick Cameron']",3.24,nan,"['Drama', 'Music', 'Romance']",131,['USA'],English,"['English', 'Spanish', 'Russian']","['Amblin Entertainment', 'Fred Berner Films', 'Sikelia Productions', 'Lea Pictures']",237491,82631,45429,264,1120,2964,3540,16559,23293,50777,44058,39946,11561,8472,202290,https://letterboxd.com/film/maestro-2023/
