Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Lion King,1994,"Roger Allers, Rob Minkoff","['Animation', 'Family', 'Drama']",nan,4.21,89,['USA'],English,['English'],1894158,150869,485617,"['Matthew Broderick', 'Moira Kelly', 'Nathan Lane', 'Ernie Sabella', 'Robert Guillaume', 'Rowan Atkinson', 'James Earl Jones', 'Jeremy Irons', 'Jonathan Taylor Thomas', 'Niketa Calame-Harris', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings', 'Madge Sinclair', 'Zoe Leader', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Brian Tochi']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",https://letterboxd.com//film/the-lion-king/
Léon: The Professional,1994,Luc Besson,"['Crime', 'Action', 'Drama']",4.5,4.03,111,"['USA', 'France']",English,"['English', 'French', 'Italian']",1071091,117370,347756,"['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Eric Challier', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Jernard Burks', 'Matt De Matt', 'Frank Senger', 'Stuart Rudin', 'Lucius Wyatt Cherokee', 'Maïwenn', 'Luc Bernard', 'Joseph Malerba', 'Adam Busch', 'Jessie Keosian', 'George Martin', 'Alex Dezen', 'Michael Mundra', 'Kent Broadhurst', 'Tommy Hollis', 'Peter Linari', 'Betty Miller', 'Arsène Jiroyan', 'Geoffrey Bateman', 'Peter Vizard', 'David W. Butler', 'Robert LaSardo', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Sonny Zito', 'Randy Pearlstein', 'Jeff McBride', 'Fred Fischer', 'Crystal Blake', 'Cary Wong', 'Mario Todisco', 'Samy Naceri', 'Christophe Gautier', 'Junior Almeida', 'David Gregg', 'Michel Montanary', 'Hervé Husson', 'Didier Legros', 'Marc Andréoni', 'Gilles Kleber', 'Jean-Hugues Anglade', 'Michael Wehrhahn']","['Gaumont', 'Les Films du Dauphin']",https://letterboxd.com//film/leon-the-professional/
American History X,1998,Tony Kaye,['Drama'],4,4.12,119,['USA'],English,['English'],614563,70087,164995,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien', 'Ethan Suplee', 'Fairuza Balk', 'Avery Brooks', 'Elliott Gould', 'Stacy Keach', 'William Russ', 'Guy Torry', 'Joe Cortese', 'Jason Bose Smith', 'Antonio David Lyons', 'Alex Sol', 'Keram Malicki-Sánchez', 'Giuseppe Andrews', 'Michelle Christine White', 'Jonathan Fowler Jr.', 'Christopher Masterson', 'Nicholas R. Oleson', 'Jordan Marder', 'Paul Le Mat', 'Thomas L. Bellissimo', 'Cherish Lee', 'Sam Vlahos', 'Tara Blanchard', 'Anne Lambton', 'Steve Wolford', 'Richard Noyce', 'Danso Gordon', 'Jim Norton', 'David Basulto', 'Alexis Rose Coen', 'Kiante Elam', 'Paul Hopkins', 'Keith Odett', 'Paul E. Short', 'Nigel Miguel', 'Darrell Britt', ""Robert 'Duckie' Carpenter"", ""Sydney 'Big Dawg' Colston"", 'John Embry', 'Maximillian Kesmodel', 'Allie Moss', 'Barbie Marie', 'Selwyn Ward', 'Sam Sarpong', 'Denney Pierce', 'Glendon Rich']","['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",https://letterboxd.com//film/american-history-x/
The Departed,2006,Martin Scorsese,"['Crime', 'Thriller', 'Drama']",4.5,4.29,151,"['Hong Kong', 'USA']",English,"['English', 'Cantonese']",1081549,195570,356980,"['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'Chance Kelly', 'Larry Mitchell', 'Mark Rolston', 'J. C. MacKenzie', 'Mary Klug', ""Robert 'Toshi' Kar Yuen Chan"", 'Peg Holzemer', 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Brian Smyj', 'William Severs', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Conor Donovan', 'Patrick Coppola', ""Mick O'Rourke"", 'Nellie Sciutto', 'Henry Yuk', 'John Rue', 'Joseph P. Reidy', 'John Farrer', 'Billy Smith', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'David Conley', 'Tracey Paleo', 'Jill Brown', 'Tom Kemp', 'Kevin P. McCarthy', 'Chris Fischer', 'Joseph Riccobene', 'Johnny Cicco', 'Lyman Chen', 'Shay Duffin', 'David Fischer', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Francesca Scorsese', 'Dennis Lynch', 'Michael Byron', 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Rebecca Love', 'Sarah Fearon', 'Anthony Estrella', 'Andrew Breving', 'Frank Mallicoat', 'Paula DeMers', 'Amanda Lynch', 'Sallie Toussaint', 'Deborah Carlson', 'Peter Welch', 'William Lee', 'Peter Crafts', 'Paris Karounos', 'John Polce', 'Bo Cleary', 'Victor Chan', 'Denece Ryland', 'Zachary Pauliks', 'Daniel F. Risteen Jr.', 'Francis P. Hughes', 'John McConnell', 'Kenneth Stoddard', 'Jeffrey Winter', 'Paddy Curran', 'Mark Philip Patrick', 'Walter Y.F. Wong', 'Tony M. Yee', 'Alex Morris']","['Vertigo Entertainment', 'Media Asia Films', 'Initial Entertainment Group', 'Warner Bros. Pictures', 'Plan B Entertainment']",https://letterboxd.com//film/the-departed/
Whiplash,2014,Damien Chazelle,"['Drama', 'Music']",4.5,4.43,107,['USA'],English,['English'],2274415,317336,1062364,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Chris Mulkey', 'Nate Lang', 'Charlie Ian', 'Jayson Blair', 'Kavita Patil', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Kofi Siriboe', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Calvin C. Winbush', 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']","['Bold Films', 'Blumhouse Productions', 'Right of Way Films', 'Sierra/Affinity']",https://letterboxd.com//film/whiplash-2014/
The Prestige,2006,Christopher Nolan,"['Science Fiction', 'Drama', 'Mystery']",4.5,4.22,130,"['UK', 'USA']",English,['English'],1160477,191884,379656,"['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann', 'Erin Cipolletti']","['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']",https://letterboxd.com//film/the-prestige/
The Usual Suspects,1995,Bryan Singer,"['Drama', 'Crime', 'Thriller']",5,4.05,106,['USA'],English,"['English', 'Spanish', 'French', 'Hungarian']",636073,87360,169437,"['Gabriel Byrne', 'Kevin Spacey', 'Stephen Baldwin', 'Kevin Pollak', 'Benicio del Toro', 'Chazz Palminteri', 'Pete Postlethwaite', 'Giancarlo Esposito', 'Suzy Amis', 'Peter Greene', 'Dan Hedaya', 'Paul Bartel', 'Morgan Hunter', 'Castulo Guerra', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', ""Vito D'Ambrosio"", 'Smadar Hanson', 'Gene Lythgow', 'Bert Williams', 'Jack Shearer', 'Phillipe Simon', 'Christopher McQuarrie']","['Bad Hat Harry Productions', 'Blue Parrot Productions']",https://letterboxd.com//film/the-usual-suspects/
Grave of the Fireflies,1988,Isao Takahata,"['War', 'Drama', 'Animation']",5,4.44,89,['Japan'],Japanese,['Japanese'],532115,124831,190892,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara', 'Akemi Yamaguchi', 'Kozo Hashida', 'Masayo Sakai', 'Kazumi Nozaki', 'Yoshio Matsuoka', 'Masahiro Kanetake', 'Kiyoshi Yanagawa', 'Hajime Maki', 'Atsuo Omotem', 'Teruhisa Harita', 'Hiroshi Tanaka', 'Michio Denpo', 'Shiro Tamaki', 'Mika Sekita']",['Studio Ghibli'],https://letterboxd.com//film/grave-of-the-fireflies/
Harakiri,1962,Masaki Kobayashi,"['History', 'Drama', 'Action']",5,4.68,135,['Japan'],Japanese,['Japanese'],116980,64054,51106,"['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsurō Tamba', 'Masao Mishima', 'Ichirō Nakatani', 'Kei Satō', 'Yoshio Inaba', 'Hisashi Igawa', 'Tōru Takeuchi', 'Yoshirō Aoki', 'Tatsuo Matsumura', 'Akiji Kobayashi', 'Kôichi Hayashi', 'Ryūtarō Gomi', 'Jo Azumi', 'Nakajirō Tomita', 'Shichisaburo Amatsu', 'Kenzō Tanaka', 'Shin Nakahara', 'Tsuneo Ikeda', 'Minoru Miyagi', 'Takaaki Kadota', 'Ichiro Yamamoto', 'Gen Takasugi', 'Satoshi Nishida', 'Tetsuro Komiyama', 'Shûichirô Narita', 'Noboru Kasuga', 'Shinpachi Kura', 'Kenji Hayashi', 'Shōtarō Hayashi', 'Shimezo Kataoka', 'Bunya Ozawa', 'Konosuke Takemoto', 'Rentaro Mikuni']",['Shochiku'],https://letterboxd.com//film/harakiri/
Casablanca,1942,Michael Curtiz,"['Drama', 'Romance']",4,4.28,102,['USA'],English,"['English', 'German', 'French', 'Italian']",616206,155215,191521,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson', 'Joy Page', 'John Qualen', 'Leonid Kinskey', 'Curt Bois', 'Enrique Acosta', 'Ed Agresti', 'Louis V. Arco', 'Frank Arnold', 'Leon Belasco', 'Nino Bellini', 'Oliver Blake', 'Monte Blue', 'Eugene Borden', 'Dick Botiller', 'Maurice Brierre', 'Sebastian Cabot', 'Anita Camargo', 'George M. Carleton', 'Spencer Chan', 'Melie Chang', 'Tex Cooper', 'Gino Corrado', 'Franco Corsaro', ""Adrienne D'Ambricourt"", 'Marcel Dalio', 'Helmut Dantine', 'Jean De Briac', 'George Dee', 'Jean Del Val', 'Carl Deloro', 'Joseph DeVillard', 'Arthur Dulac', 'William Edmunds', 'Herbert Evans', 'Fred Farrell', 'Adolph Faylauer', 'O.K. Ford', 'Martín Garralaga', 'Gregory Gaye', 'Gregory Golubeff', 'Ilka Grüning', 'Creighton Hale', 'Winifred Harris', 'Jamiel Hasson', 'Arthur Stuart Hull', 'Olaf Hytten', 'Charles La Torre', 'George J. Lewis', 'Manuel Lopez', 'Jacques Lory', 'Lou Marcelle', 'Tony Martelli', 'George Meeker', 'Lal Chand Mehra', 'Hercules Mendez', 'Louis Mercier', 'Torben Meyer', 'Alberto Morin', 'Leo Mostovoy', 'Corinna Mura', 'Barry Norton', 'Lotte Palfi Andor', 'Paul Panzer', 'Manuel París', 'Alexander Pollard', 'Frank Puglia', 'Georges Renavent', 'Dewey Robinson', 'Richard Ryen', 'Dan Seymour', 'Lester Sharpe', 'Dina Smirnova', 'Gerald Oliver Smith', 'George Sorel', 'Geoffrey Steele', 'Ludwig Stössel', 'Mike Tellegen', 'Rafael Trujillo', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Norma Varden', 'Hans Heinrich von Twardowski', 'Jack Wise', 'Wolfgang Zilzer', 'Trude Berliner', 'Paul Porcasi', 'Max Linder', 'Frank Mazzola', 'Henry Rowland', 'Leo White', 'Paul Irving', 'Brandon Beach', 'Victor Romito', 'Michael Mark', 'Bhogwan Singh']",['Warner Bros. Pictures'],https://letterboxd.com//film/casablanca/
The Intouchables,2011,"Éric Toledano, Olivier Nakache","['Drama', 'Comedy']",4,4.11,113,['France'],French,"['French', 'English']",567204,53122,144090,"['François Cluzet', 'Omar Sy', 'Dominique Henry', 'Anne Le Ny', 'Clotilde Mollet', 'Alba Gaïa Bellugi', 'Audrey Fleurot', 'Cyril Mendy', 'Christian Ameri', 'Marie-Laure Descoureaux', 'Salimata Kamate', 'Absa Diatou Toure', 'Dominique Daguier', 'François Caron', 'Thomas Solivérès', 'Grégoire Oestermann', 'Dorothée Brière', 'Joséphine de Meaux', 'Émilie Caen', 'Caroline Bourg', 'Sylvain Lazard', 'Jean-François Cayrey', 'Ian Fenelon', 'Renaud Barse', 'François Bureloup', 'Nicky Marbot', 'Benjamin Baroche', 'Jérôme Pauwels', 'Antoine Laurent', 'Fabrice Mantegna', 'Hedi Bouchenafa', 'Michel Winogradoff', 'Elliot Latil', 'Yun-Ping He', 'Kévin Wamo', 'Pierre-Laurent Barneron', 'Philippe Pozzo di Borgo']","['Gaumont', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1', 'Canal+', 'TF1 Films Production']",https://letterboxd.com//film/the-intouchables/
Modern Times,1936,Charlie Chaplin,"['Comedy', 'Drama']",4.5,4.28,87,['USA'],English,['English'],279629,70940,68825,"['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver', 'Norman Ainsley', 'Bobby Barber', 'Heinie Conklin', 'Gloria DeHaven', 'Pat Flaherty', 'Chuck Hamilton', 'Pat Harmon', 'Lloyd Ingraham', 'Walter James', 'Jack Low', 'Buddy Messinger', 'Bruce Mitchell', 'Frank Moran', 'James C. Morton', 'Louis Natheaux', 'J. C. Nugent', 'Russ Powell', 'John Rand', 'Harry Wilson']","['Charles Chaplin Productions', 'United Artists']",https://letterboxd.com//film/modern-times/
Cinema Paradiso,1988,Giuseppe Tornatore,"['Drama', 'Romance']",4,4.43,124,"['France', 'Italy']",Italian,['Italian'],305737,89715,122033,"['Philippe Noiret', 'Jacques Perrin', 'Marco Leonardi', 'Salvatore Cascio', 'Agnese Nano', 'Antonella Attili', 'Enzo Cannavale', 'Isa Danieli', 'Leo Gullotta', 'Pupella Maggio', 'Leopoldo Trieste', 'Tano Cimarosa', 'Nicola Di Pinto', 'Roberta Lena', 'Nino Terzo', 'Turi Giuffrida', 'Mariella Lo Giudice', 'Giorgio Libassi', 'Beatrice Palme', 'Ignazio Pappalardo', 'Angela Leontini', 'Mimmo Mignemi', 'Turi Killer', 'Angelo Tosto', 'Franco Catalano', 'Brigitte Fossey', 'Giuseppe Tornatore', 'Nellina Lagana', 'Margherita Mignemi', 'Giuseppe Pellegrino', 'Concetta Borpagano']","['RAI', 'Tre Forum', 'Les Films Ariane', 'TF1 Films Production']",https://letterboxd.com//film/cinema-paradiso/
Once Upon a Time in the West,1968,Sergio Leone,"['Drama', 'Western']",5,4.38,166,"['Italy', 'USA']",Italian,"['Italian', 'English']",227025,82214,71804,"['Claudia Cardinale', 'Henry Fonda', 'Jason Robards', 'Charles Bronson', 'Gabriele Ferzetti', 'Paolo Stoppa', 'Woody Strode', 'Jack Elam', 'Keenan Wynn', 'Frank Wolff', 'Lionel Stander', 'Frank Braña', 'Stefano Imparato', 'Claudio Mancini', 'Al Mulock', 'Antonio Palombi', 'Renato Pinciroli', 'Aldo Sambrell', 'Conrado San Martín', 'Enzo Santaniello', 'Simonetta Santaniello', 'Luana Strode', 'Fabio Testi', 'Marco Zuanelli', 'Antonio Molino Rojo', 'Román Ariznavarreta', 'John Frederick', 'Aldo Berti', 'Spartaco Conversi', 'Saturno Cerra', 'Paolo Figlia']","['Paramount', 'Rafran Cinematografica', 'San Marco']",https://letterboxd.com//film/once-upon-a-time-in-the-west/
Rear Window,1954,Alfred Hitchcock,"['Mystery', 'Thriller']",5,4.37,112,['USA'],English,['English'],636884,160444,222774,"['James Stewart', 'Grace Kelly', 'Thelma Ritter', 'Wendell Corey', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Irene Winston', 'Sara Berner', 'Frank Cady', 'Jesslyn Fax', 'Rand Harper', 'Havis Davenport', 'Jerry Antes', 'Benny Bartlett', 'Nick Borgani', 'Sue Casey', 'Iphigenie Castiglioni', 'James Cornell', 'Don Dunning', 'Marla English', 'Bess Flowers', 'Art Gilmore', 'Fred Graham', 'Kathryn Grant', 'Charles Harvey', 'Len Hendry', 'Alfred Hitchcock', 'Harry Landers', 'Alan Lee', 'Mike Mahoney', 'Jonnie Paris', 'Eddie Parker', 'Robert Sherman', 'Dick Simmons', 'Ralph Smiley', 'Jack Stoney', 'Anthony Warde', 'Gig Young']","['Paramount', 'Patron Inc.']",https://letterboxd.com//film/rear-window/
Alien,1979,Ridley Scott,"['Horror', 'Science Fiction']",5,4.28,117,"['USA', 'UK']",English,"['English', 'Spanish']",1244611,264439,441741,"['Sigourney Weaver', 'Tom Skerritt', 'Ian Holm', 'Yaphet Kotto', 'John Hurt', 'Veronica Cartwright', 'Harry Dean Stanton', 'Bolaji Badejo', 'Helen Horton', 'Roy Scammell', 'Eddie Powell']","['20th Century Fox', 'Brandywine Productions']",https://letterboxd.com//film/alien/
City Lights,1931,Charlie Chaplin,"['Drama', 'Comedy', 'Romance']",4,4.34,87,['USA'],English,"['English', 'No spoken language']",167946,71194,49618,"['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee']",['Charles Chaplin Productions'],https://letterboxd.com//film/city-lights/
Apocalypse Now,1979,Francis Ford Coppola,"['Drama', 'War']",5,4.44,147,['USA'],English,"['English', 'Khmer', 'French', 'Vietnamese']",727487,187968,245740,"['Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne', 'Sam Bottoms', 'Marlon Brando', 'Robert Duvall', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Lonnie Woodley', 'Herb Rice', 'Joe Estevez', 'Bo Byers', 'Frank Villard']","['United Artists', 'American Zoetrope', 'Coppola Cinema 7']",https://letterboxd.com//film/apocalypse-now/
Django Unchained,2012,Quentin Tarantino,"['Drama', 'Western']",3.5,4.25,165,['USA'],English,"['English', 'French', 'German']",2118196,258996,817356,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar J. Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', ""Monica Rene'e Anderson"", 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Seth Bailey', 'David G. Baker', 'Richie J. Ladner', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Jordon Michael Corbin', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Sandra Linz', 'Kasey James', 'Skipper Landry', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham', 'Russ Tamblyn', 'Fatimah Taliah', 'Santana Draper']","['The Weinstein Company', 'Columbia Pictures']",https://letterboxd.com//film/django-unchained/
Memento,2000,Christopher Nolan,"['Mystery', 'Thriller']",5,4.17,113,['USA'],English,['English'],1263491,211343,410653,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Russ Fega', 'Jorja Fox', 'Stephen Tobolowsky', 'Harriet Sansom Harris', 'Thomas Lennon', 'Callum Keith Rennie', 'Kimberly Campbell', 'Marianne Muellerleile', 'Larry Holden']","['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",https://letterboxd.com//film/memento/
Raiders of the Lost Ark,1981,Steven Spielberg,"['Adventure', 'Action']",4.5,4.16,115,['USA'],English,"['English', 'Spanish', 'German', 'Hebrew (modern)', 'Arabic', 'Nepali']",1181571,193522,351338,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian', 'Don Fellows', 'William Hootkins', 'George Harris', 'Fred Sorenson', 'Anthony Chinn', 'Eddie Tagoe', 'Bill Reimbold', 'Patrick Durkin', 'Matthew Scurfield', 'Malcolm Weaver', 'Sonny Caldinez', 'Pat Roach', 'Christopher Frederick', 'Tutte Lemkow', 'Ishaq Bux', 'Kiran Shah', 'Souad Messaoudi', 'Terry Richards', 'Steve Hanson', 'Frank Marshall', 'Martin Kreidt', 'John Rees', 'Tony Vogel', 'Ted Grossman', 'Vic Armstrong', 'Peter Diamond', 'Nick Gillard', 'Romo Gorrara', 'Rick Lester', 'Rocky Taylor', 'Reg Harding', 'Harry Fielder', 'Billy Horrigan', 'Terry Leonard', 'Sergio Mioni', 'Dennis Muren', 'Glenn Randall Jr.', 'Michael Sheard', 'Frank Welker', 'Egbert Sen']","['Paramount', 'Lucasfilm Ltd.']",https://letterboxd.com//film/raiders-of-the-lost-ark/
WALL·E,2008,Andrew Stanton,"['Animation', 'Science Fiction', 'Family']",4.5,4.18,98,['USA'],English,['English'],2140139,199710,672012,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger', 'Kathy Najimy', 'Sigourney Weaver', 'Teddy Newton', 'Bob Bergen', 'John Cygan', 'Pete Docter', 'Paul Eiding', 'Donald Fullilove', 'Teresa Ganzel', 'Mickie McGowan', 'Laraine Newman', 'Lori Alan', 'Jeff Pidgeon', 'Jan Rabson', 'Lori Richardson', 'Andrew Stanton', 'Jim Ward', 'Colette Whitaker', 'Kim Kopf', 'Angus MacLane', 'Niki McElroy', 'Garrett Palmer', 'Sherry Lynn', 'Jess Harnell']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/walle/
